datetime,author,message,superChat
2025-05-31 15:52:41,Kadir Duner,ozan :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,
2025-05-31 15:52:49,Ruzgar Enerjisi,sırf çocukların gönlü olsun diye aldı,
2025-05-31 15:52:53,Sefa KAYGISIZ,kimlik kontrolü başlasın artık :D,
2025-05-31 15:53:13,Pusat,1 kişi daha lazım bu dükkana,
2025-05-31 15:53:13,Sefa KAYGISIZ,çiğköfte günü olsun bugünn,
2025-05-31 15:53:18,fefe,kimlik nasıl soramıyor ya +18 yaş ürün satıyor. her türlü sorar,
2025-05-31 15:53:28,Fatih Sayın,"@Gandalf The White uzaktan geldik dedikleri icin temsilen aldi, nazik adam.",
2025-05-31 15:53:31,Yunus Aydemir,Çizik alma ,
2025-05-31 15:53:38,Ali faruk Lakalı,bu adamınişi zor,
2025-05-31 15:53:46,azim kara,ps3 alıyon abi ps4 ps5 almıyo,
2025-05-31 15:53:48,K1zy,adam 1500 liraya ps 3 alıyo,
2025-05-31 15:53:50,Ali faruk Lakalı,külliyen zarar,
2025-05-31 15:53:52,EAGLE 5,Abi bana üyelik atarmısın:hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::face-purple-crying::face-purple-crying::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving:,
2025-05-31 15:53:57,Furkaan,KÜÇÜK,
2025-05-31 15:54:03,Armanj,Tanere dava açıldımı çocuk yayına çıktığı için ?~,
2025-05-31 15:54:08,Nelo2s,@fefe 18 yaş üstü oyun satmıyor değişik misiniz siz ? yaştan dolayı yayına çıkaramaz velileri davacı olsa haklı durumda oluyorlar yasa gereği kimlik bakmayı tercih etmiyor etik olan bu bu kadar,
2025-05-31 15:54:08,Sefa KAYGISIZ,:_mükemmel:,
2025-05-31 15:54:09,t1n0x,bu ne kalabalık böyle,
2025-05-31 15:54:23,Sefa KAYGISIZ,:_mükemmel:,
2025-05-31 15:54:25,Osman yılmaz,ps 5 kaça satarsın,
2025-05-31 15:54:36,AburCubur Krallığı,ps4 alıyo,
2025-05-31 15:54:49,İbrahim halil Keleş,Bursa'da PS3 uygun fiyata satan varmı,
2025-05-31 15:54:57,K1zy,gençler 3500-4000 e ps 3 satan varsa yazsın,
2025-05-31 15:54:59,Murat Yakup Altun,Kimlik sorma hakkı yok yoksa cezası olur,
2025-05-31 15:55:02,21Husayn,kaça aldı ,
2025-05-31 15:55:06,Bilgi ağacı,merhaba,
2025-05-31 15:55:07,Bu This is,PSP lazım abi. dun satın almışsın galiba,
2025-05-31 15:55:13,Mehmet Kubiyar Köse,1250,
2025-05-31 15:55:24,İbrahim halil Keleş,PS3 lazım varmı satan,
2025-05-31 15:55:34,Murat Yakup Altun,Oyuncu Laptopu satıyorum ilgilenen var mıdır?,
2025-05-31 15:55:39,Tarık Şaşmaz,ps0 lazım var mı satan,
2025-05-31 15:55:40,GY Eymen,beyler ps5 pro mu slim mi,
2025-05-31 15:55:40,Ali,Pes4 slim 10 oyunlu 12 k ilgilenem yazsın ,
2025-05-31 15:55:48,Ahmet,@Murat Yakup Altun özellikleri nedir?,
2025-05-31 15:55:50,Benjamin Linus,":red_circle: Ürün paylaşmak isteyenler günde 1 kez ilan verebilir, ancak ilan no, ürün ismi ve fiyat mutlaka yazılmalıdır. İlan no olmadan paylaşımlar kabul edilmez ve silinir. Lütfen kurallara dikkat edelim.",
2025-05-31 15:55:51,emir kaytan,d,
2025-05-31 15:55:54,Armanj,@bu this is satmiyo sanırım,
2025-05-31 15:55:55,Sonsamuray,Ps2 var 1 orjinal kol fiyat ne olur bilgisi olan varmı ,
2025-05-31 15:55:58,YİĞİT,PS5 Slim açılmamış cihaz 15 k. Londra alımı.,
2025-05-31 15:56:00,fefe,@Nelo2s Düzgün hitap et değişik filan hayırdır? Bazı oyunların yaş kitlesi 16 veya 18 diye geçiyor onu diyorum,
2025-05-31 15:56:00,durmus,beyler XBOX 360 arıyorum ya,
2025-05-31 15:56:02,Yasoex ,şu adama poşet canta getirin cok mutlu oluyor ,
2025-05-31 15:56:03,Bilgi ağacı,slim,
2025-05-31 15:56:06,Bu This is,herkste de psp var !,
2025-05-31 15:56:11,azim kara,neden ps4 ps5 almıyon abi,
2025-05-31 15:56:13,Kaan sıtkı kazdal,abi size geliyoruz otobüsteyiz,
2025-05-31 15:56:22,Murat Yakup Altun,@Ahmet yazdım kral,
2025-05-31 15:56:22,Nelo2s,@fefe komik olma insancık!,
2025-05-31 15:56:28,Murat Yakup Altun,@Benjamin Linus pardon,
2025-05-31 15:56:28,seymen,ne alakası var abi adam sokaktan durdurup kimliğini çıkar demediği sürece neden yasak olsun saçmalamayın,
2025-05-31 15:56:32,AKİF ERTURAL,"1k ya satıyonuz madem ilana niye 4k yazıyonuz az fiyatları düşürün,",
2025-05-31 15:56:35,emir kaytan,@Ali 8 k olur mu,
2025-05-31 15:56:39,Ramazan,ps4 slim sıfır 2 kol fifa 19 12 bin liraya satarım,
2025-05-31 15:56:49,Yasoex ,Basit oyun ,
2025-05-31 15:56:52,By Emfor,@Kaan sıtkı kazdal byemfora selamlar der misin orada knk ,
2025-05-31 15:56:59,Benjamin Linus,":red_circle: Ürün paylaşmak isteyenler günde 1 kez ilan verebilir, ancak ilan no, ürün ismi ve fiyat mutlaka yazılmalıdır. İlan no olmadan paylaşımlar kabul edilmez ve silinir. Lütfen kurallara dikkat edelim.",
2025-05-31 15:57:05,Ozzy,konsolu bırak en iyisi,
2025-05-31 15:57:06,Gökhan Erer,arkadaşlar pspleri neden topluyor. ileride değerlenecek mi? Bilen var mı=,
2025-05-31 15:57:07,Görkem,RDR 2 çok yorar,
2025-05-31 15:57:17,Armanj,@nelo2s bunuda engelesenize herkese laf atiyo,
2025-05-31 15:57:30,Nelo2s,@Armanj 3 yıldır chattey,
2025-05-31 15:57:31,Pasha,gowda yoruluyorsa rdr2 de yok olur o eleman ,
2025-05-31 15:57:34,İbrahim halil Keleş,PS3 satan varmı acil,
2025-05-31 15:57:42,Shirone,araba savaşı mı,
2025-05-31 15:57:42,Mehmet Kubiyar Köse,Blur en efso oyundur,
2025-05-31 15:58:00,Sonsamuray,Ps2 fiyat ne olur ,
2025-05-31 15:58:02,Nelo2s,@Armanj 3 yıldır chatteyim modlar senin kadar vakıf değil mi sence? toxic yorumlara ve sorulara cevap veriyorum laf atma olayı olarak bakmam senin de o grupta olduğunu gösteriyor :),
2025-05-31 15:58:09,efetroboomin,araba savaşı duyunca şaşırıyor millet blur hiç oynamamışlar ki,
2025-05-31 15:58:10,Benjamin Linus,":red_circle: Beğeninizi göstermek için bir Like yeter! Küçük bir dokunuş, büyük bir destek! :thumbs_up::video_game:",
2025-05-31 15:58:21,Ramazan,ibrahim ben satarım sana dükkanımız var nerdesin sen kargoda yaparız,
2025-05-31 15:58:25,Sum,Elimde ps2 var kutulu herseyı orjınal kac fıyat dusunursunuz,
2025-05-31 15:58:25,Baran Karaca,Dirt var arkada ,
2025-05-31 15:58:25,S2G_HERMEX,:yt:,
2025-05-31 15:58:31,Mehmet Kubiyar Köse,Blur en efso oyundur efe,
2025-05-31 15:58:32,Armanj,@nelo2s istersen 10 yıl olsun öyle bi hakın yok,
2025-05-31 15:58:43,Yasoex ,Cidden basit ve oynanışı güzel olan oyun kalmadı gibi birşey ya,
2025-05-31 15:58:53,Shirone,efe blur 10 yıldır ps cafelerde var zaten,
2025-05-31 15:58:57,limonn fotoğraf,like millet adama destek,
2025-05-31 15:59:00,Baran Karaca,Dirt var arkada abi ona baksınlar,
2025-05-31 15:59:03,seymen,geçen gün adama 200 zarar ettirmişsiniz 1000 veriyor 1200 verdi diyorsunuz,
2025-05-31 15:59:05,Nelo2s,@Armanj böyle bir hakkım olduğunu söyleyen toxic yorumlara cevabı yapıştırın diyen Taner abinin kendisidir izleyicisi olmadığın birinin yayınına gelip ahkam kesme!,
2025-05-31 15:59:07,Ahmet,ses yok,
2025-05-31 15:59:20,İbrahim halil Keleş,sum fiyat ne istersin,
2025-05-31 15:59:20,Yasoex ,Double Check Pls,
2025-05-31 15:59:23,Erdem Gürbüz,"@nelo2s nasıl 18 yaş üstü oyun satmıyor? TLOU,GOW hepsi 18 üstü zaten :D",
2025-05-31 15:59:30,Lorex,Triple check,
2025-05-31 15:59:37,ali paksoy,"Arkadaşlar büyük harf kullanmayalım, spam yapmayalım, sevgi, saygı ve nezaket kurallarına uyalım, müşteriler hakkında yorumlarımızı dikkatli yapalım. Ban sebebidir. Teşekkürler :)",
2025-05-31 15:59:43,Nelo2s,@Erdem Gürbüz öyle bir cümle kurmadım!,
2025-05-31 15:59:46,Armanj,@nelo2s ha bende sandım ki sen herkese öyle diyorsun ,
2025-05-31 15:59:52,İbrahim halil Keleş,SUm fiyat ne,
2025-05-31 16:00:03,Sum,kac teklif verirsin,
2025-05-31 16:00:08,Sawjix,:face-red-droopy-eyes:,
2025-05-31 16:00:19,Nelo2s,@Armanj sanmakla olmuyor demek ki :slightly_smiling_face: saygılar,
2025-05-31 16:00:23,BATIN BİLEN,saglam kazanıyor he ,
2025-05-31 16:00:39,Sawjix,bereketli olsun,
2025-05-31 16:00:42,Yasoex ,Türkçeye aksan kaçıcak son anda düzeltiyor ,
2025-05-31 16:00:42,İbrahim halil Keleş,sen bı fiyat ver ağa,
2025-05-31 16:00:50,Erdem Gürbüz,@Nelo2s yukarı çıkıp yazdığını oku gayette yazmışsın,
2025-05-31 16:00:55,ticaretciniz ,adamın yayın sarııyor he,
2025-05-31 16:00:57,Sum,@İbrahim halil Keleş aga piyasa kac valla bilmiyorum,
2025-05-31 16:01:01,Armanj,@nelo2s saygılar ,
2025-05-31 16:01:05,Benjamin Linus,"@Armanj ve Nelo, lütfen konuyu kapatalım.",
2025-05-31 16:01:09,Mehmet Can Buran,bereketli bir gün,
2025-05-31 16:01:10,Sum,@İbrahim halil Keleş ama bakayı,
2025-05-31 16:01:14,insta @2fiwhs2,50 kere sayıyo,
2025-05-31 16:01:20,İbrahim halil Keleş,nasıl iletisime gecebilirim seninle,
2025-05-31 16:01:26,Nelo2s,@Erdem Gürbüz ne yazdığımı gayet iyi biliyorum çıkmama gerek yok dükkana almama sebebinin oyunlarla alakası olmadığını söyledim!,
2025-05-31 16:01:29,durmus,@Benjamin Linus seni çok seviyorum bebeği,
2025-05-31 16:01:39,kaan,abi masadaki cdler 10 gundur falan orda,
2025-05-31 16:01:52,Soner Tezer,Selam Hayırlı işler,
2025-05-31 16:01:52,erty,cebınden bır sey dusstu,
2025-05-31 16:01:52,Bu This is,Müşteri nin en sevdiği esnaf. ,
2025-05-31 16:01:55,Canlı yayın kesitleri ,hassasiyet gelirmi,
2025-05-31 16:01:58,Nelo2s,@Benjamin Linus hallettik sorun yok :),
2025-05-31 16:01:58,murfin,sesi açsana biraz abi,
2025-05-31 16:02:05,Benjamin Linus,@durmus ben de seni çok seviyorum canımsın!,
2025-05-31 16:02:05,Armanj,@benjamin linus hiç bir yanlış kelime yok sadece sohbet ediyoruz neden ?,
2025-05-31 16:02:12,arduino serüveni ,sa,
2025-05-31 16:02:21,sensizim,pes 18 vardı senin,
2025-05-31 16:02:27,İbrahim halil Keleş,nasıl iletisime geçeriz seninle kardeşim,
2025-05-31 16:02:32,Erdem Gürbüz,@Nelo2s kurduğun cümle ''18 yaş üstü oyun satmıyor zaten değişik'' :D,
2025-05-31 16:02:47,Okan Demir,Ben benjamini chat bot zannediyordum :),
2025-05-31 16:02:47,YOUTUBE UZMANI,"UCUZA ALDIĞI FİFA’LARI SATAMADI, MÜŞTERİLER UYANIK ÇIKTI:smiling_face_with_sunglasses:",
2025-05-31 16:02:48,Ali Gültekin,cüzdandan 50 gitmiş hacım sinirlendi,
2025-05-31 16:02:48,Melek ilgen,abi senin ben,
2025-05-31 16:02:58,Miguel Matroza ,burası tartışma yeri değil,
2025-05-31 16:03:05,İzmir1283,fifa daha güzel nasıl sevmiyolar anlamadım,
2025-05-31 16:03:15,İbrahim halil Keleş,sun nasıl iletişime geceriz,
2025-05-31 16:03:15,Barış Türkmen,ps3 sastan elemanın tshırt fıyatı 7250 tl beymende,
2025-05-31 16:03:27,Swampii,pes 19 çiiziksiz 1249663633,
2025-05-31 16:03:34,fefe,@Benjamin Linus arkadaş hem değişik diyor hem insancık diyor mesela bunlar izinli sözcükler mi ben de diyebilir miyim hocam?,
2025-05-31 16:03:40,Benjamin Linus,:red_circle: Lütfen spam yapmaktan kaçının! Aynı mesajı tekrar tekrar yazmak sohbetin düzenini bozuyor. Uymayanlar uyarılır veya sohbetten çıkarılır. Kurallara uyalım! :folded_hands::speech_balloon:,
2025-05-31 16:03:42,Seçkin Asal,Dövüş oyunları var çocuğum ama arşivde 500 sene sonra satacağım :))),
2025-05-31 16:03:42,Sum,@İbrahim halil Keleş kral herhangi bir sosyal medyan varmı,
2025-05-31 16:03:51,komik yorumlar ,selam aleyküm,
2025-05-31 16:03:58,Kareem Said,hosgeldiniz dostlar ses görüntü canli yayına gidecektir oki doki hmmmm üzerimde nakit yok,
2025-05-31 16:04:17,tunahan aydın,ses az,
2025-05-31 16:04:21,Swampii,pes 19 çiiziksiz 1249663633,
2025-05-31 16:04:26,Nelo2s,@Erdem Gürbüz GOW +16 ya da +17 TLOU dahi +17?,
2025-05-31 16:04:27,Benjamin Linus,@fefe anlamadım :face_with_hand_over_mouth: kime ?,
2025-05-31 16:04:54,Gökhan Erer,Modlara bir şey soracağım; ben gitar satıyorum gitar ilanı paylaşmak serbest mi? ,
2025-05-31 16:05:02,Carsen Edwards ,oki doki dostlar nikahtan geldim bu arada,
2025-05-31 16:05:03,Ceren ,İyi yayınlar ,
2025-05-31 16:05:05,Benjamin Linus,":red_circle: Ürün paylaşmak isteyenler günde 1 kez ilan verebilir, ancak ilan no, ürün ismi ve fiyat mutlaka yazılmalıdır. İlan no olmadan paylaşımlar kabul edilmez ve silinir. Lütfen kurallara dikkat edelim.",
2025-05-31 16:05:08,Mehmet Emin Canlı,abi o çocuk neden murnuyla oynuyooor midem kalktı ,
2025-05-31 16:05:11,Armanj,@benjamin linus cevap versene konuşmayın filan diyorsun neden diyorum cevap vermiyorsun ,
2025-05-31 16:05:28,Erdem Gürbüz,@Nelo2s hayır ? ikiside 18+ cd li versiyonlarında kutuların üstüne bakabilirsin.,
2025-05-31 16:05:32,Valocu Recep ,sa,
2025-05-31 16:06:01,serkan “seko” babacan,ooooo pes 13 mü efsane ,
2025-05-31 16:06:06,et4che,abi kelin süper olmus,
2025-05-31 16:06:09,fefe,@Benjamin Linus hocam mesajlaşma geçmişi açık @Nelo2s adlı arkadaş bi 10 dakika önce şahsıma kullandı. Bunları kullanmak kurallar gereği ise ben de kullanıcam ,
2025-05-31 16:06:10,Alper,iyi yayınlar,
2025-05-31 16:06:10,Nelo2s,@Erdem Gürbüz +18 değiller dostum yanımda kutu var,
2025-05-31 16:06:18,Saaaa, As,
2025-05-31 16:06:26,TiThanos,"mehmet emin canlı, bakma sen de",
2025-05-31 16:06:33,Ahmet Özdemir,40 oyun 2k + kolonya,
2025-05-31 16:06:35,seymen,@Nelo2s kardeşim en basitinden gta 5 +18 bir oyun neden uzatıyorsun ki haksızım de tamam de sus,
2025-05-31 16:06:47,Ilhan,bu cocuklar reşit degıl,
2025-05-31 16:06:50,some respect,üff oyunlara bak,
2025-05-31 16:06:55,Muhammet Ali Şimşek,oki doki dostlar,
2025-05-31 16:07:01,Benjamin Linus,:red_circle: Sohbette müşterilere veya izleyicilere karşı olumsuz ya da saygısız yorumlara kesinlikle izin verilmez. Kurallara uymayanlar uyarılır ya da kalıcı olarak uzaklaştırılır. :folded_hands::prohibited:,
2025-05-31 16:07:07,İzmir1283,sarı sitede fiyatlar uçuk abi kimse almıyor satılmaz ,
2025-05-31 16:07:08,Mehmet Arif Yücel,40 oyun kolonya artı oyun başı 200 vereyim oki doki,
2025-05-31 16:07:14,Alper,18 değil,
2025-05-31 16:07:23,Nelo2s,@seymen gta5 +16 ya da 17 18 yaş üstü yok!,
2025-05-31 16:07:25,Armanj,@fefe bejmanin konudan habersiz chata bile bakmiyo,
2025-05-31 16:07:26,güven babacan,gt 7 güzel oyun al abi kacırma ,
2025-05-31 16:07:30,Tuncay Kayhan,adamin dibi,
2025-05-31 16:07:37,Valocu Recep ,selam abi ps4 slim 1tb almayı düşünüyorum nelere dikkat ediyim kaçtan alsam iyidir,
2025-05-31 16:07:43,evcilpenguen,@İzmir1283 öyle böyle değil fiyatlar. sıfıra yakın ikinci el fiyatı yazıyolar aklı olan gider sıfır alır,
2025-05-31 16:07:46,Mesut Yücedağ,Bence 7 bine alır,
2025-05-31 16:07:51,Gökhan Erer,taner abinin en sevmediği şey oluyor şu an,
2025-05-31 16:07:52,some respect,tekkenin eskisi makbul zaten,
2025-05-31 16:07:53,FootballClipss00,aaa Seymen bende Seymen ,
2025-05-31 16:07:55,Erdem Gürbüz,@Nelo2s senin baktığın Mature ABD ve Kanada için geçerli:grinning_face:. Avrupada PEGI kullanılır o da 18 yaş üstü. ,
2025-05-31 16:07:56,Mehmet Arif Yücel,Bir temizlik atmam lazım fıs fıs fıs ,
2025-05-31 16:07:59,İsmail Özdemir,3 bin,
2025-05-31 16:08:01,Hamza Coskun,Oyunların kapakları neden olmaz ki,
2025-05-31 16:08:01,ismail özen,taner gıcık oldu adama,
2025-05-31 16:08:05,celo,7.5 ,
2025-05-31 16:08:10,furkan1208,bit pazarından alınmış gibi,
2025-05-31 16:08:14,21Husayn,hediye oyunu çocuğa ver ,
2025-05-31 16:08:22,Melih Belci,6k max,
2025-05-31 16:08:23,Görkem Geyik,Grand trismo Simulasyon tarzı sürüş oyunu,
2025-05-31 16:08:25,Lother,5.5 6,
2025-05-31 16:08:28,seymen,@FootballClipss00 kendimden hariç 3. tanıdığım seymen oldun,
2025-05-31 16:08:30,KarEr12,oki doki,
2025-05-31 16:08:33,celo,7.5 a alır,
2025-05-31 16:08:35,furkan1208,dreive club gitti mi,
2025-05-31 16:08:35,Crystal Dwarf,5der 7ye bağlar,
2025-05-31 16:08:37,İzmir1283,abi ne var gösterir misin 10 bin eder mi bakalım :),
2025-05-31 16:08:37,Smt-3428,10 mu,
2025-05-31 16:08:38,some respect,unity güzel,
2025-05-31 16:08:38,ANIL Özkaya,10k çok gibi ya,
2025-05-31 16:08:40,Mehmet Arif Yücel,6 vereyim hepsine 2 de pop kek,
2025-05-31 16:08:41,Mertcan Ateş,6k oki doki,
2025-05-31 16:08:42,Yasoex ,8500 geliyo :D,
2025-05-31 16:08:45,Özgür Deveci,10K çok,
2025-05-31 16:08:48,Mesut Yücedağ,7'ye alacak rez,
2025-05-31 16:08:48,Ahmet Özdemir,para ve nakit yok teklif fotoğraf+kolonya oki doki,
2025-05-31 16:08:48,Hamza Coskun,Yarısı çiziktir eminim,
2025-05-31 16:09:00,Armanj,@mehmet:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,
